City ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
395,hambantota,40,LK,1615180566,84,6.1241,81.1185,303.15,4.12
396,aloleng,55,PH,1615180566,61,16.1307,119.7824,302.12,1.87
397,ambon,40,ID,1615180566,66,-3.6954,128.1814,303.15,3.6
398,amahai,12,ID,1615180566,69,-3.3333,128.9167,302.41,1.62
399,lakhimpur,31,IN,1615180566,19,27.95,80.7667,301.94,6.36
400,clarksburg,1,US,1615180566,63,39.2807,-80.3445,270.15,0.69
401,shache,9,CN,1615180566,36,38.4167,77.2406,285.8,3.33
402,port hawkesbury,1,CA,1615180567,85,45.6169,-61.3485,265.93,1.54
403,redmond,38,US,1615180567,94,47.674,-122.1215,277.59,2.22
404,ponta delgada,40,PT,1615180567,88,37.7333,-25.6667,289.15,1.54
405,molchanovo,100,RU,1615180567,97,57.5817,83.7692,269.46,7.85
406,broken hill,75,AU,1615180567,23,-31.95,141.4333,303.15,3.6
407,choix,51,MX,1615180567,28,26.7092,-108.3219,291.8,1.3
408,chapada dos guimaraes,40,BR,1615180567,83,-15.4606,-55.7497,297.15,4.63
409,avera,1,US,1615180567,80,33.194,-82.5271,275.15,2.22
410,pryazha,20,RU,1615180568,85,61.6926,33.6216,258.15,4.0
411,namatanai,100,PG,1615180568,74,-3.6667,152.4333,301.27,3.62
412,saskylakh,19,RU,1615180568,83,71.9167,114.0833,240.33,1.2
413,sao miguel do araguaia,15,BR,1615180568,84,-13.275,-50.1628,295.65,1.74
414,novikovo,100,RU,1615180569,97,51.1537,37.8879,272.06,7.27
415,sinnamary,61,GF,1615180569,87,5.3833,-52.95,298.59,6.52
416,miri,40,MY,1615180569,79,4.4148,114.0089,303.15,2.06
417,knysna,75,ZA,1615180569,88,-34.0363,23.0471,289.15,3.6
418,kozhevnikovo,100,RU,1615180569,84,56.2589,83.9714,269.26,8.49
419,leshukonskoye,16,RU,1615180569,87,64.8989,45.7622,244.93,3.09
420,skibbereen,40,IE,1615180570,100,51.55,-9.2667,274.15,1.54
421,manati,1,PR,1615180570,90,18.4275,-66.4921,295.93,2.3
422,roros,0,NO,1615180570,78,62.5747,11.3842,256.15,0.51
423,pravdinsk,75,RU,1615180570,80,54.4429,21.0179,273.15,5.0
424,the valley,20,AI,1615180570,83,18.217,-63.0578,298.15,4.63
425,anloga,20,GH,1615180570,83,5.7947,0.8973,301.15,3.6
426,ouesso,100,CG,1615180571,77,1.6136,16.0517,296.44,0.66
427,gorgan,90,IR,1615180571,93,36.8387,54.4348,281.15,1.97
428,nanning,90,CN,1615180571,100,22.8167,108.3167,290.15,3.0
429,obidos,100,BR,1615180571,94,-1.9175,-55.5181,297.05,2.31
430,chokurdakh,100,RU,1615180571,89,70.6333,147.9167,247.93,3.18
431,khasan,0,RU,1615180572,74,42.4308,130.6434,275.61,4.82
432,rivers,20,CA,1615180572,93,50.0308,-100.2403,271.15,2.57
433,tukrah,76,LY,1615180572,54,32.5341,20.5791,287.15,1.75
434,mareeba,40,AU,1615180572,62,-17.0,145.4333,304.26,5.66
435,beasain,97,ES,1615180572,69,43.0502,-2.2009,281.48,0.89
436,glushkovo,100,RU,1615180572,98,51.3392,34.6328,271.22,5.27
437,kirovo-chepetsk,100,RU,1615180573,96,58.5539,50.0399,262.57,4.33
438,pierre,1,US,1615180573,55,44.3683,-100.351,275.15,3.09
439,hervey bay,30,AU,1615180573,51,-25.2986,152.8535,302.15,6.17
440,almeria,20,ES,1615180573,100,37.1667,-2.3333,285.37,1.31
441,sobradinho,92,BR,1615180573,91,-12.8333,-39.1,296.0,1.47
442,mbengwi,42,CM,1615180573,79,6.0167,10.0,289.3,0.77
443,loandjili,20,CG,1615180574,100,-4.7561,11.8578,297.15,1.65
444,haines junction,76,CA,1615180574,58,60.7522,-137.5108,266.15,2.06
445,barroso,96,BR,1615180574,91,-21.1869,-43.9758,291.01,0.6
446,vestmannaeyjar,88,IS,1615180574,91,63.4427,-20.2734,280.66,13.96
447,havre-saint-pierre,1,CA,1615180574,79,50.2334,-63.5986,262.15,5.14
448,prince rupert,75,CA,1615180575,87,54.3161,-130.3201,278.15,3.6
449,mlowo,97,TZ,1615180575,95,-9.0,32.9833,289.72,0.46
450,mbeya,99,TZ,1615180575,94,-8.9,33.45,289.18,0.81
451,svetlyy,75,RU,1615180575,80,54.675,20.1347,273.15,5.0
452,evensk,23,RU,1615180575,78,61.95,159.2333,246.11,0.72
453,novovasylivka,55,UA,1615180575,91,46.8315,35.7536,273.78,5.75
454,bahia blanca,62,AR,1615180576,37,-38.7196,-62.2724,296.59,3.56
455,san isidro,0,PE,1615180576,78,-12.1167,-77.05,296.15,4.63
456,kalmunai,97,LK,1615180576,70,7.4167,81.8167,302.15,2.62
457,pitogo,28,PH,1615180576,67,13.7847,122.0881,301.79,6.51
458,omboue,84,GA,1615180576,88,-1.5746,9.2618,297.96,2.29
459,tura,0,IN,1615180576,23,25.5198,90.2201,304.2,1.01
460,limbang,75,MY,1615180576,55,4.75,115.0,305.15,6.17
461,san rafael,84,AR,1615180577,38,-34.6177,-68.3301,298.46,2.81
462,kayseri,75,TR,1615180577,86,38.737,35.4968,274.15,4.12
463,zhangye,0,CN,1615180577,30,38.9342,100.4517,285.93,2.13
464,burnie,100,AU,1615180577,56,-41.0667,145.9167,293.71,1.79
465,mnogovershinnyy,5,RU,1615180577,92,53.9353,139.9242,261.98,3.59
466,nouakchott,0,MR,1615180577,36,18.0858,-15.9785,291.15,7.2
467,goderich,35,CA,1615180577,73,43.7501,-81.7165,266.15,3.6
468,marawi,91,PH,1615180577,81,7.9986,124.2928,301.48,2.68
469,sault sainte marie,90,CA,1615180370,74,46.5168,-84.3333,269.15,4.12
470,karasjok,0,NO,1615180578,85,69.4719,25.5112,258.15,1.04
471,atbasar,87,KZ,1615180578,94,51.8,68.3333,261.8,5.77
472,sept-iles,40,CA,1615180578,67,50.2001,-66.3821,265.15,2.06
473,onverwacht,40,SR,1615180578,100,5.5833,-55.1833,298.15,0.51
474,praia da vitoria,75,PT,1615180578,100,38.7333,-27.0667,289.82,4.02
475,ayan,62,RU,1615180579,89,56.45,138.1667,265.31,2.49
476,miyako,0,JP,1615180579,61,39.6367,141.9525,278.46,2.06
477,wuwei,0,CN,1615180579,38,37.9281,102.6414,283.82,2.31
478,maragogi,49,BR,1615180579,85,-9.0122,-35.2225,297.77,2.92
479,grindavik,90,IS,1615180446,100,63.8424,-22.4338,279.15,13.89
480,aykhal,100,RU,1615180579,91,66.0,111.5,259.25,3.13
481,samarai,94,PG,1615180579,71,-10.6167,150.6667,300.79,2.81
482,farafangana,18,MG,1615180579,78,-22.8167,47.8333,298.05,3.85
483,wattegama,40,LK,1615180580,84,6.7989,81.4808,303.15,4.12
484,onguday,6,RU,1615180580,79,50.75,86.15,273.85,1.67
485,aubergenville,0,FR,1615180580,86,48.96,1.8547,273.71,3.09
486,coronado,90,US,1615180580,82,32.6859,-117.1831,289.15,4.12
487,anito,51,PH,1615180581,84,12.4497,125.2886,300.0,4.28
488,koutsouras,2,GR,1615180581,68,35.0339,25.9469,286.48,3.77
489,vieux-habitants,20,GP,1615180581,78,16.0589,-61.7659,297.15,3.09
490,kloulklubed,90,PW,1615180582,100,7.0419,134.2556,297.15,3.6
491,karlshamn,0,SE,1615180582,68,56.1706,14.8619,269.15,2.06
492,kumo,17,NG,1615180582,17,10.0447,11.2122,295.39,3.45
493,ahvaz,0,IR,1615180582,48,31.3203,48.6693,291.15,1.03
494,kovdor,97,RU,1615180582,92,67.5662,30.4758,252.19,0.7
495,portland,75,US,1615180289,87,45.5234,-122.6762,278.15,3.6
496,talnakh,100,RU,1615180583,88,69.4865,88.3972,249.91,0.58
497,saint-pierre,40,RE,1615180583,70,-21.3393,55.4781,302.59,3.6
498,tilichiki,5,RU,1615180583,83,60.4667,166.1,246.1,4.92
499,jiayuguan,8,CN,1615180583,46,39.8167,98.3,280.81,4.22
500,wuda,0,CN,1615180583,39,39.4994,106.7117,285.52,0.88
501,long xuyen,40,VN,1615180581,55,10.3833,105.4167,305.15,5.66
502,porto santo,40,PT,1615180583,94,33.072,-16.3415,287.15,4.12
503,stykkisholmur,100,IS,1615180584,79,65.0757,-22.7297,276.97,5.9
504,domoni,84,KM,1615180584,79,-12.2569,44.5319,300.15,4.16
505,karabash,91,RU,1615180584,93,55.4808,60.2157,259.56,3.18
506,takoradi,7,GH,1615180584,88,4.8845,-1.7554,299.42,3.93
507,acajutla,0,SV,1615180584,64,13.5928,-89.8275,299.89,3.55
508,salym,99,RU,1615180584,95,60.0625,71.4789,261.15,3.69
509,markala,87,ML,1615180584,18,13.7021,-6.0659,298.19,3.21
510,grand gaube,74,MU,1615180584,72,-20.0064,57.6608,302.04,1.34
511,lata,60,PT,1615180585,85,40.1629,-8.3327,283.71,0.43
512,mahina,75,PF,1615180585,74,-17.5065,-149.489,301.15,5.14
513,aquiraz,40,BR,1615180585,89,-3.9014,-38.3911,299.82,2.06
514,port augusta,40,AU,1615180585,64,-32.5,137.7667,303.71,9.77
515,nokha,36,IN,1615180586,33,27.6,73.4167,300.86,3.77
516,nantucket,1,US,1615180481,85,41.2835,-70.0995,270.37,2.09
517,khromtau,64,KZ,1615180586,95,50.2503,58.4347,261.27,8.32
518,morant bay,20,JM,1615180586,69,17.8815,-76.4093,299.15,3.6
519,san quintin,93,MX,1615180586,81,30.4833,-115.95,286.64,4.81
520,santarem,20,BR,1615180586,94,-2.4431,-54.7083,298.15,1.54
521,kuytun,61,RU,1615180586,90,54.3419,101.5036,265.7,1.48
522,malanje,100,AO,1615180587,91,-9.5402,16.341,290.28,1.35
523,seoul,20,KR,1615180304,35,37.5683,126.9778,286.15,1.03
524,gouyave,20,GD,1615180587,78,12.1646,-61.7296,299.15,8.23
525,ketchikan,1,US,1615180587,93,55.3422,-131.6461,275.15,1.29
526,togur,100,RU,1615180587,97,58.3631,82.8265,269.43,9.05
527,lobito,91,AO,1615180587,82,-12.3481,13.5456,298.76,1.72
528,shimoda,75,JP,1615180588,93,34.6667,138.95,282.15,6.69
529,isla vista,90,US,1615180588,76,34.4133,-119.861,286.15,1.54
530,wewak,99,PG,1615180588,72,-3.5534,143.6268,300.88,0.72
531,salalah,0,OM,1615180588,65,17.0151,54.0924,300.15,1.03
532,half moon bay,75,US,1615180588,76,37.4636,-122.4286,283.15,5.14
533,diebougou,11,BF,1615180589,55,10.9667,-3.25,299.34,1.6
534,aksu,21,CN,1615180589,41,41.1231,80.2644,284.52,0.54
535,bressanone,0,IT,1615180589,82,46.715,11.656,273.15,1.3
536,asau,0,RO,1615180589,80,46.4333,26.4,273.15,2.23
537,lavrentiya,100,RU,1615180590,95,65.5833,-171.0,273.81,10.3
538,isiro,95,CD,1615180590,84,2.7739,27.616,294.03,2.02
539,tiarei,75,PF,1615180590,74,-17.5333,-149.3333,301.15,5.14
540,kutum,0,SD,1615180590,30,14.2,24.6667,286.35,2.9
541,myitkyina,38,MM,1615180590,26,25.3833,97.4,302.83,1.74
542,kemri,32,IN,1615180590,61,28.8167,79.2167,298.15,5.66
543,minab,40,IR,1615180337,73,27.1467,57.0801,293.15,2.06
544,bathsheba,20,BB,1615180591,69,13.2167,-59.5167,298.15,9.26
545,soyo,100,AO,1615180591,89,-6.1349,12.3689,298.32,1.58
546,vestmanna,75,FO,1615180591,100,62.1564,-7.1664,278.15,2.06
547,giyon,79,ET,1615180591,34,8.5333,37.9833,290.72,4.31
548,dayong,20,CN,1615180591,56,25.0209,118.2898,294.15,4.0
549,sokolo,93,ML,1615180591,19,14.7328,-6.1219,298.25,4.64
550,minot,1,US,1615180557,64,48.2325,-101.2963,275.37,2.06
